year,estratopri,ur,sexo_std,etid,wealth,wc1,wc2,wc3,l1,pn4,eff1,eff2,cp6,cp13,colcp8a,prot3,exc13,exc14,exc15,exc16,exc18,exc20,exc07
2011,Bogotá D.C.,Urbano,Hombre,Blanca,4,No,No,No,,Insatisfecho(a),3,3,Nunca,Nunca,,No ha participado,,,,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Blanca,Menos rico,No,No,No,,Insatisfecho(a),5,5,Una o dos veces al mes,Nunca,,No ha participado,No,,,,Sí,,Poco generalizada
2011,Andina,Urbano,Mujer,Mestiza,3,No,No,No,,Satisfecho(a),Muy en desacuerdo,,Nunca,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,,Menos rico,No,Sí,No,,Insatisfecho(a),4,3,Nunca,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Pacífica,Urbano,Hombre,Mestiza,2,Sí,No,No,,Satisfecho(a),Muy de acuerdo,2,Una o dos veces al año,Nunca,,No ha participado,,,No,No,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),4,5,Una o dos veces al año,Nunca,,No ha participado,No,,,,No,,Algo generalizada
2011,Pacífica,Rural,Mujer,Negra,2,No,No,No,,Satisfecho(a),5,6,Nunca,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,3,Sí,No,Sí,,Insatisfecho(a),2,2,Una o dos veces al año,Nunca,,No ha participado,No,,No,No,Sí,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,2,No,No,No,,Insatisfecho(a),4,2,Una vez a la semana,Nunca,,No ha participado,No,,No,,No,,Algo generalizada
2011,Orinoquía-Amazonía,Rural,Hombre,Mestiza,3,Sí,Sí,No,,Satisfecho(a),2,3,Una o dos veces al mes,Una o dos veces al mes,,No ha participado,No,,,,No,,Poco generalizada
2011,Orinoquía-Amazonía,Rural,Hombre,Mestiza,2,Sí,No,No,,Satisfecho(a),2,Muy en desacuerdo,Nunca,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,Más rico,No,No,No,,Satisfecho(a),5,Muy de acuerdo,Una o dos veces al mes,Nunca,,No ha participado,,No,No,No,Sí,,Algo generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,Menos rico,No,No,No,,Satisfecho(a),3,3,Una vez a la semana,Nunca,,No ha participado,No,,No,,No,,Algo generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Blanca,4,No,No,No,,Insatisfecho(a),,,Una o dos veces al mes,Nunca,,No ha participado,,,No,,No,,Muy generalizada
2011,Andina,Rural,Mujer,Blanca,3,No,No,No,,Satisfecho(a),5,3,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),3,5,Una o dos veces al mes,Nunca,,No ha participado,No,,,No,No,,Algo generalizada
2011,Pacífica,Urbano,Mujer,Blanca,Más rico,No,No,No,,Insatisfecho(a),4,5,Una o dos veces al mes,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Pacífica,Urbano,Hombre,Mestiza,Más rico,No,No,No,,Insatisfecho(a),2,3,Una o dos veces al mes,Nunca,,No ha participado,Sí,,Sí,No,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Negra,Menos rico,No,Sí,No,,Satisfecho(a),5,3,Nunca,Nunca,,No ha participado,No,,,,No,,Algo generalizada
2011,Andina,Urbano,Hombre,Mestiza,Más rico,No,No,No,,Satisfecho(a),Muy de acuerdo,6,Una vez a la semana,Nunca,,No ha participado,,,,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Blanca,3,No,No,No,,Satisfecho(a),3,2,Nunca,Nunca,,No ha participado,No,No,No,,Sí,,Poco generalizada
2011,Pacífica,Rural,Mujer,Mestiza,2,Sí,No,No,,Insatisfecho(a),Muy en desacuerdo,5,Una vez a la semana,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Pacífica,Rural,Mujer,Mestiza,2,No,No,No,,Insatisfecho(a),Muy de acuerdo,2,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Mestiza,Más rico,No,No,No,,Insatisfecho(a),,Muy en desacuerdo,Nunca,Nunca,,No ha participado,No,,No,No,Sí,,Muy generalizada
2011,Andina,Urbano,Mujer,Mestiza,4,Sí,Sí,No,,Insatisfecho(a),2,5,Nunca,Nunca,,No ha participado,No,No,No,,Sí,,Poco generalizada
2011,Andina,Urbano,Mujer,Blanca,4,Sí,Sí,No,,Satisfecho(a),Muy en desacuerdo,3,Una vez a la semana,Nunca,,No ha participado,,,,No,No,,Algo generalizada
2011,Andina,Urbano,Hombre,,3,Sí,No,No,,,,,Una vez a la semana,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Pacífica,Rural,Mujer,Negra,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Nunca,Nunca,,No ha participado,,,No,,No,,Muy generalizada
2011,Andina,Rural,Mujer,Mestiza,2,Sí,Sí,No,,Satisfecho(a),5,4,Una o dos veces al mes,Nunca,,No ha participado,,,,No,No,,Algo generalizada
2011,Caribe,Rural,Mujer,Mestiza,2,No,No,No,,Muy satisfecho(a),2,3,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Algo generalizada
2011,Andina,Urbano,Mujer,Mestiza,2,No,No,,,Satisfecho(a),2,3,Una o dos veces al mes,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Mestiza,Menos rico,No,No,No,,Insatisfecho(a),2,3,Una o dos veces al mes,Una o dos veces al año,,Sí ha participado,No,,,No,No,,Algo generalizada
2011,Andina,Rural,Mujer,,Menos rico,No,No,No,,,5,Muy en desacuerdo,Una o dos veces al año,Nunca,,No ha participado,,,No,,No,,
2011,Andina,Urbano,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),2,,Nunca,Nunca,,No ha participado,Sí,,No,No,Sí,,Algo generalizada
2011,Bogotá D.C.,Urbano,Hombre,Mestiza,4,No,No,No,,Satisfecho(a),Muy en desacuerdo,5,Una o dos veces al mes,Nunca,,Sí ha participado,,No,No,,No,,Muy generalizada
2011,Andina,Rural,Mujer,Mestiza,4,Sí,Sí,Sí,,Satisfecho(a),Muy de acuerdo,4,Una o dos veces al mes,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Una vez a la semana,Nunca,,No ha participado,No,,,No,No,,Muy generalizada
2011,Andina,Urbano,Hombre,Mestiza,4,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,6,Nunca,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Mestiza,Más rico,No,No,No,,Satisfecho(a),5,6,Una o dos veces al año,Nunca,,No ha participado,No,No,No,,Sí,,Algo generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Blanca,Menos rico,No,Sí,No,,Muy insatisfecho(a),4,3,Una o dos veces al año,Nunca,,No ha participado,No,,,No,No,,Algo generalizada
2011,Andina,Urbano,Hombre,Blanca,3,Sí,No,No,,Satisfecho(a),2,3,Nunca,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Hombre,Mestiza,Más rico,No,No,No,,Satisfecho(a),2,Muy de acuerdo,Nunca,Nunca,,No ha participado,No,Sí,,,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Blanca,2,No,No,No,,Satisfecho(a),2,5,Nunca,Nunca,,No ha participado,No,,,No,No,,Algo generalizada
2011,Bogotá D.C.,Urbano,Hombre,Blanca,Más rico,No,No,No,,Satisfecho(a),2,Muy en desacuerdo,Nunca,Nunca,,Sí ha participado,No,,No,,Sí,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),Muy de acuerdo,6,Una vez a la semana,Una o dos veces al mes,,No ha participado,,,No,,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,3,Sí,Sí,No,,Satisfecho(a),Muy en desacuerdo,5,Nunca,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mulata,Más rico,No,No,No,,Satisfecho(a),5,4,Una vez a la semana,Nunca,,No ha participado,Sí,,,No,Sí,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,Menos rico,No,No,No,,Satisfecho(a),5,5,Una vez a la semana,Nunca,,No ha participado,,,No,No,No,,Algo generalizada
2011,Andina,Urbano,Mujer,Mestiza,2,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Nunca,Nunca,,No ha participado,No,,No,,No,,Algo generalizada
2011,Bogotá D.C.,Urbano,Hombre,Mestiza,Más rico,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,6,Nunca,Nunca,,No ha participado,No,No,,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Hombre,Mestiza,3,No,No,No,,Satisfecho(a),3,5,Nunca,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Andina,Urbano,Mujer,,3,No,No,No,,Satisfecho(a),,4,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Pacífica,Rural,Mujer,Mestiza,Menos rico,No,No,No,,,6,2,Una vez a la semana,Nunca,,No ha participado,,,No,Sí,No,,Algo generalizada
2011,Pacífica,Rural,Mujer,Negra,2,Sí,No,No,,,4,Muy en desacuerdo,Nunca,Nunca,,,No,,No,,,,
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,Más rico,Sí,Sí,No,,Insatisfecho(a),2,2,Nunca,Nunca,,Sí ha participado,No,,No,,Sí,,Algo generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Mestiza,2,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Nunca,Una o dos veces al año,,No ha participado,No,,,,No,,Muy generalizada
2011,Caribe,Rural,Mujer,Blanca,Menos rico,No,No,No,,Satisfecho(a),6,Muy en desacuerdo,Una o dos veces al año,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Pacífica,Urbano,Hombre,Mestiza,4,No,No,No,,Satisfecho(a),2,3,Una vez a la semana,Nunca,,No ha participado,,,,,Sí,,Algo generalizada
2011,Caribe,Urbano,Mujer,Mestiza,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,2,Una vez a la semana,Nunca,,No ha participado,No,,,No,No,,Poco generalizada
2011,Pacífica,Urbano,Hombre,Negra,4,No,No,No,,Satisfecho(a),5,5,Una vez a la semana,Nunca,,No ha participado,,,,,No,,Muy generalizada
2011,Pacífica,Urbano,Mujer,Negra,2,No,No,No,,Satisfecho(a),5,5,Una o dos veces al año,Una o dos veces al año,,No ha participado,,No,No,,Sí,,Muy generalizada
2011,Pacífica,Rural,Mujer,Blanca,Menos rico,Sí,Sí,Sí,,Satisfecho(a),2,Muy de acuerdo,Nunca,Una o dos veces al año,,No ha participado,No,,,,No,,Poco generalizada
2011,Andina,Rural,Hombre,Mestiza,2,No,No,No,,Satisfecho(a),5,3,Una o dos veces al mes,Una o dos veces al año,,No ha participado,Sí,,,,No,,Poco generalizada
2011,Andina,Urbano,Mujer,Indígena,2,No,No,No,,,4,2,Una o dos veces al año,Nunca,,No ha participado,,,,,No,,Muy generalizada
2011,Andina,Urbano,Mujer,,Menos rico,No,Sí,No,,,2,3,Una o dos veces al mes,Una o dos veces al mes,,No ha participado,,,No,No,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Blanca,4,No,No,No,,Satisfecho(a),5,5,Una o dos veces al mes,Una o dos veces al año,,No ha participado,,No,Sí,,No,,Algo generalizada
2011,Pacífica,Urbano,Mujer,Blanca,Menos rico,No,No,No,,Satisfecho(a),Muy en desacuerdo,2,Una vez a la semana,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Andina,Rural,Mujer,Blanca,2,No,No,No,,,,Muy en desacuerdo,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Pacífica,Urbano,Mujer,Mestiza,3,No,No,No,,Insatisfecho(a),3,5,Una o dos veces al mes,Nunca,,No ha participado,No,,No,No,No,,Algo generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,4,Sí,No,No,,Insatisfecho(a),4,2,Una vez a la semana,Nunca,,No ha participado,,,No,No,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Blanca,Menos rico,No,No,No,,Satisfecho(a),3,2,Nunca,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Bogotá D.C.,Urbano,Hombre,Blanca,4,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Algo generalizada
2011,Andina,Rural,Hombre,Mestiza,Menos rico,No,No,No,,Satisfecho(a),Muy en desacuerdo,4,Una o dos veces al mes,Nunca,,No ha participado,,,No,No,No,,Algo generalizada
2011,Pacífica,Rural,Mujer,Mestiza,Menos rico,Sí,No,No,,,Muy de acuerdo,Muy en desacuerdo,Una vez a la semana,Una o dos veces al año,,No ha participado,,,,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Mestiza,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una o dos veces al mes,Nunca,,No ha participado,,,,,No,,
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Nunca,Nunca,,No ha participado,No,,,,Sí,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Hombre,Mestiza,Menos rico,No,No,No,,Insatisfecho(a),6,6,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Algo generalizada
2011,Pacífica,Urbano,Hombre,Blanca,4,Sí,No,No,,Insatisfecho(a),Muy en desacuerdo,5,Una vez a la semana,Nunca,,No ha participado,,,,No,No,,Muy generalizada
2011,Caribe,Rural,Mujer,Blanca,Menos rico,No,No,No,,Satisfecho(a),2,3,Una vez a la semana,Nunca,,No ha participado,No,,,No,No,,Poco generalizada
2011,Caribe,Urbano,Mujer,Mestiza,Más rico,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy de acuerdo,Nunca,Nunca,,No ha participado,No,,,,Sí,,Muy generalizada
2011,Caribe,Urbano,Mujer,Blanca,4,No,No,No,,Insatisfecho(a),6,5,Una o dos veces al año,Nunca,,No ha participado,,,No,,No,,Algo generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Negra,Menos rico,No,No,No,,Satisfecho(a),3,2,Nunca,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),6,3,Una vez a la semana,Una o dos veces al año,,No ha participado,,,No,,No,,Muy generalizada
2011,Pacífica,Rural,Mujer,Mestiza,2,Sí,No,No,,Insatisfecho(a),,2,Una o dos veces al año,Nunca,,No ha participado,No,,,No,No,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Hombre,Blanca,Menos rico,No,No,No,,Insatisfecho(a),4,4,Una o dos veces al mes,Nunca,,No ha participado,No,,,No,No,,Algo generalizada
2011,Pacífica,Urbano,Mujer,Mestiza,Más rico,No,No,No,,Insatisfecho(a),Muy de acuerdo,4,Nunca,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Blanca,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,4,Una o dos veces al año,Nunca,,No ha participado,,,,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Hombre,Mestiza,Más rico,No,No,No,,Insatisfecho(a),2,6,Nunca,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Blanca,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,6,Nunca,Nunca,,Sí ha participado,,,,,No,,Muy generalizada
2011,Pacífica,Urbano,Hombre,Blanca,3,No,No,No,,Satisfecho(a),5,6,Nunca,Nunca,,No ha participado,No,,,No,No,,Poco generalizada
2011,Andina,Rural,Mujer,,Menos rico,No,No,Sí,,Satisfecho(a),4,2,Una o dos veces al mes,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Pacífica,Urbano,Hombre,Negra,Menos rico,No,No,No,,Insatisfecho(a),3,3,Una o dos veces al mes,Nunca,,No ha participado,No,,No,No,Sí,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Indígena,Menos rico,No,No,No,,Satisfecho(a),6,4,Una o dos veces al mes,Nunca,,No ha participado,,,No,No,No,,Muy generalizada
2011,Pacífica,Rural,Mujer,Mulata,4,No,No,No,,Satisfecho(a),2,6,Nunca,Nunca,,No ha participado,,,,No,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Blanca,3,No,No,No,,Muy satisfecho(a),Muy de acuerdo,5,Nunca,Nunca,,No ha participado,No,Sí,Sí,,No,,Algo generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Mestiza,3,Sí,Sí,No,,Satisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una vez a la semana,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,4,Sí,Sí,,,Insatisfecho(a),3,5,Nunca,Nunca,,No ha participado,Sí,,,No,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,3,No,No,No,,Muy insatisfecho(a),5,3,Nunca,Nunca,,No ha participado,,,No,No,No,,Algo generalizada
2011,Andina,Rural,Hombre,Mestiza,Más rico,No,No,No,,Insatisfecho(a),3,3,Nunca,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Blanca,Más rico,Sí,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy de acuerdo,Nunca,Nunca,,No ha participado,No,No,No,No,No,,Muy generalizada
2011,Andina,Urbano,Hombre,Mestiza,Más rico,Sí,Sí,Sí,,Insatisfecho(a),Muy en desacuerdo,6,Una vez a la semana,Una o dos veces al mes,,No ha participado,No,No,,,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Blanca,3,No,No,No,,Satisfecho(a),Muy de acuerdo,3,Nunca,Nunca,,No ha participado,No,,,No,Sí,,Muy generalizada
2011,Caribe,Urbano,Mujer,Blanca,3,Sí,No,No,,Insatisfecho(a),2,4,Nunca,Nunca,,No ha participado,No,,No,No,No,,Algo generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,Más rico,Sí,Sí,No,,Insatisfecho(a),5,2,Nunca,Nunca,,No ha participado,,,,,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Mestiza,Más rico,Sí,Sí,Sí,,Muy satisfecho(a),4,Muy de acuerdo,Una vez a la semana,Nunca,,,,,No,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Blanca,2,No,No,No,,Satisfecho(a),3,3,Una vez a la semana,Nunca,,No ha participado,,,No,,No,,Algo generalizada
2011,Bogotá D.C.,Urbano,Mujer,Blanca,Más rico,No,No,No,,Insatisfecho(a),3,3,Una o dos veces al mes,Nunca,,No ha participado,,No,No,No,No,,Algo generalizada
2011,Caribe,Rural,Mujer,Mestiza,Menos rico,No,Sí,Sí,,Satisfecho(a),4,5,Una o dos veces al mes,Nunca,,No ha participado,No,,No,,No,,Nada generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Blanca,2,Sí,No,No,,Muy satisfecho(a),6,5,Una vez a la semana,Nunca,,No ha participado,No,,No,No,No,,Algo generalizada
2011,Orinoquía-Amazonía,Rural,Mujer,Indígena,Menos rico,No,No,No,,Satisfecho(a),5,3,Una o dos veces al mes,Nunca,,No ha participado,No,,,,No,,Poco generalizada
2011,Caribe,Rural,Mujer,Mestiza,3,No,No,No,,Satisfecho(a),5,5,Una vez a la semana,Nunca,,No ha participado,No,,,No,No,,Poco generalizada
2011,Orinoquía-Amazonía,Rural,Hombre,Mestiza,Menos rico,No,No,No,,Satisfecho(a),6,2,Una o dos veces al mes,Nunca,,No ha participado,No,,,,No,,Algo generalizada
2011,Caribe,Urbano,Mujer,Blanca,2,No,No,No,,Satisfecho(a),5,4,Una o dos veces al año,Nunca,,No ha participado,No,,No,,No,,Algo generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,3,No,No,No,,Satisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una o dos veces al mes,Nunca,,No ha participado,,,,No,No,,Muy generalizada
2011,Pacífica,Urbano,Mujer,Negra,4,Sí,Sí,No,,Insatisfecho(a),Muy en desacuerdo,2,Una o dos veces al mes,Nunca,,No ha participado,No,,No,No,Sí,,Muy generalizada
2011,Andina,Urbano,Mujer,Blanca,Más rico,No,No,No,,Satisfecho(a),2,3,Una o dos veces al año,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),Muy en desacuerdo,5,Nunca,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Mestiza,4,No,No,No,,Insatisfecho(a),Muy de acuerdo,5,Una vez a la semana,Una o dos veces al año,,No ha participado,No,No,,No,Sí,,Muy generalizada
2011,Orinoquía-Amazonía,Rural,Hombre,Blanca,4,No,No,No,,Satisfecho(a),5,5,Una vez a la semana,Nunca,,No ha participado,,,,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Mestiza,4,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una vez a la semana,Nunca,,No ha participado,No,No,No,,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Mestiza,4,No,Sí,Sí,,Insatisfecho(a),Muy de acuerdo,6,Una o dos veces al mes,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Caribe,Urbano,Hombre,Mestiza,2,No,No,No,,Satisfecho(a),5,5,Nunca,Nunca,,No ha participado,,No,,,Sí,,Algo generalizada
2011,Caribe,Urbano,Mujer,Blanca,Más rico,Sí,Sí,Sí,,Insatisfecho(a),3,Muy de acuerdo,Nunca,Una o dos veces al año,,Sí ha participado,Sí,No,No,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,2,No,No,No,,Satisfecho(a),2,4,Nunca,Nunca,,No ha participado,No,,,No,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Blanca,3,No,Sí,No,,Insatisfecho(a),2,3,Una o dos veces al mes,Nunca,,No ha participado,,,,,Sí,,Muy generalizada
2011,Andina,Urbano,Mujer,Mestiza,4,No,No,No,,Satisfecho(a),4,2,Una o dos veces al mes,Nunca,,No ha participado,No,,No,No,No,,Algo generalizada
2011,Andina,Urbano,Mujer,Blanca,4,No,No,No,,Muy insatisfecho(a),6,3,Una o dos veces al mes,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Pacífica,Rural,Mujer,,Menos rico,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una vez a la semana,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Blanca,Más rico,No,No,No,,Satisfecho(a),2,4,Una vez a la semana,Nunca,,No ha participado,No,No,No,No,No,,Muy generalizada
2011,Andina,Urbano,Mujer,Blanca,3,No,No,No,,Satisfecho(a),Muy en desacuerdo,3,Una o dos veces al año,Nunca,,No ha participado,No,,,,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Mujer,Blanca,Más rico,No,No,No,,Satisfecho(a),2,4,Una vez a la semana,Nunca,,No ha participado,No,No,No,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Hombre,Mestiza,Más rico,No,No,No,,Satisfecho(a),Muy en desacuerdo,,,,,No ha participado,No,,,,No,,Muy generalizada
2011,Andina,Urbano,Hombre,Blanca,Más rico,No,No,No,,Satisfecho(a),5,4,Una o dos veces al mes,Nunca,,No ha participado,,,,,No,,Algo generalizada
2011,Caribe,Urbano,Mujer,Mestiza,3,Sí,No,No,,Satisfecho(a),5,Muy en desacuerdo,Una vez a la semana,Una o dos veces al año,,No ha participado,No,,,,No,,Algo generalizada
2011,Andina,Rural,Hombre,Indígena,Menos rico,Sí,Sí,No,,Satisfecho(a),6,2,Una vez a la semana,Una o dos veces al mes,,No ha participado,No,,,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,Menos rico,Sí,Sí,No,,Insatisfecho(a),2,4,Nunca,Nunca,,No ha participado,,,No,,No,,Muy generalizada
2011,Pacífica,Urbano,Mujer,Mestiza,Más rico,No,No,No,,,Muy en desacuerdo,Muy en desacuerdo,Nunca,Nunca,,No ha participado,No,,,,No,,
2011,Caribe,Rural,Mujer,Mestiza,Menos rico,No,No,No,,Satisfecho(a),4,Muy de acuerdo,Una vez a la semana,Nunca,,No ha participado,No,,No,No,No,,Algo generalizada
2011,Caribe,Urbano,Mujer,Indígena,2,No,Sí,No,,Insatisfecho(a),Muy en desacuerdo,Muy de acuerdo,Una o dos veces al mes,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Hombre,Mestiza,3,No,Sí,No,,Insatisfecho(a),3,5,Nunca,Nunca,,No ha participado,No,,,No,No,,Muy generalizada
2011,Bogotá D.C.,Urbano,Hombre,Blanca,Más rico,No,No,No,,Satisfecho(a),4,3,Una vez a la semana,Nunca,,No ha participado,,,,No,No,,Algo generalizada
2011,Andina,Urbano,Mujer,Blanca,3,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,5,Nunca,Nunca,,No ha participado,,,No,,No,,Muy generalizada
2011,Caribe,Urbano,Mujer,Mestiza,Más rico,No,No,No,,Insatisfecho(a),3,2,Una o dos veces al mes,Nunca,,No ha participado,,,,,Sí,,Algo generalizada
2011,Pacífica,Rural,Mujer,Mestiza,2,No,No,No,,Satisfecho(a),,Muy en desacuerdo,Nunca,Nunca,,No ha participado,,,No,,No,,Poco generalizada
2011,Caribe,Urbano,Mujer,,3,No,No,No,,Satisfecho(a),6,5,Nunca,Nunca,,No ha participado,No,,No,,No,,Muy generalizada
2011,Caribe,Rural,Mujer,Mestiza,2,No,No,No,,Muy satisfecho(a),4,5,Una o dos veces al año,Nunca,,No ha participado,,,,,No,,Muy generalizada
2011,Pacífica,Urbano,Mujer,Negra,3,Sí,Sí,No,,Insatisfecho(a),Muy en desacuerdo,5,Nunca,Nunca,,Sí ha participado,,,No,,No,,Poco generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,3,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy de acuerdo,Nunca,Nunca,,No ha participado,No,,No,No,No,,Muy generalizada
2011,Orinoquía-Amazonía,Urbano,Mujer,Blanca,3,No,No,No,,Insatisfecho(a),5,3,Una vez a la semana,Nunca,,Sí ha participado,No,,,No,No,,Algo generalizada
